final_balance,income_mean,outcome_mean,incomes_max,incomes_min,outcomes_max,outcomes_min,fequent_operation_hour
-2087.02,550.52,486.03,991.38,54.54,953.74,34.58,7
7735.78,471.96,627.36,967.99,2.83,982.69,113.69,1
-2622.15,477.03,542.05,987.27,14.12,995.25,7.14,4
-3011.63,496.03,533.19,993.74,26.77,928.22,11.7,15
-1237.55,491.57,456.71,981.25,41.93,985.29,2.21,20
-1568.72,430.22,540.2,974.52,56.26,995.77,10.89,5
-3412.58,490.26,506.84,972.13,6.26,986.88,16,22
3709.64,561.47,542.53,960.53,90.53,961.5,35.02,5
8036.89,543.01,406.75,999,7.24,865.04,11.45,20
-3972.73,471.77,531.16,959.29,33.2,971.68,19.33,14
9511.98,491.85,504.86,987.12,7.5,994.23,59.96,1
1612.41,450.27,399.74,999.3,68.93,985.24,30.85,13
12531.65,522.19,464.27,978.48,53.39,894.5,114.06,19
-889.11,529.68,537.33,977.36,2.39,988.9,28.18,7
-1871.23,502.01,564.25,929.55,20.28,852.64,159.66,11
-14114.83,450.88,484.1,952.27,7.62,987.71,8.07,12
2088.59,522.25,488.2,984.03,1.05,986.71,29.46,14
-4048.84,494.48,538.54,905.43,14.77,981.57,44.64,11
-5388.57,481.45,521.13,990.02,8.77,985.63,1.4,8
616.88,432.4,352.64,856.04,103.43,947.9,7.33,13
9473.4,496.79,435.53,985.46,11.68,951.54,9.38,19
-2344.1,509.09,533.65,977.18,8.95,966.15,2.84,21
2534.54,577.42,534.31,989.04,24.17,990.21,32.24,22
-4508.73,488.32,525.91,986.02,63.29,983.55,26,0
-4576.33,492.27,546.36,989.41,34.74,971.23,79.8,8
4467.23,516.67,498.95,996.59,9.67,993.37,11.91,12
8545,485.78,564.03,963.26,13.68,997.74,13.16,14
1852.91,440.97,383.07,902.33,21.37,981.14,43.77,2
-4615.81,445.82,549.27,878.48,5.38,998.74,10.44,14
2379.2,534.76,585.46,983.57,13.18,991.58,70.8,1
-10036.3,528.4,554.74,985.03,38.53,994.51,17.62,19
303.57,484.15,521.27,976.89,1.66,998.33,11.51,20
5055.03,484.83,536.82,999.16,5.85,994.75,62.66,7
2657.59,484.16,479.69,987.81,32.45,995.24,21.98,10
290.71,560.04,536.53,989.47,1.36,987.9,25.83,11
-2379.57,488.93,501.78,954.85,32.23,989.74,123.8,14
-8733.4,463.75,491.96,948.22,24.74,983.53,1.44,21
1454.78,484.35,504.45,979.58,10.47,942.76,25.95,0
-974.92,512.26,624.26,994.46,3.62,977.88,39.58,21
855.94,537.42,503.43,997.67,34.03,986.33,4.55,4
3396.44,483.6,515.46,946.63,36.47,905.23,27.59,16
-6416.86,428.83,523.69,949.17,0.63,982.8,19.57,2
2294.1,530.37,552.03,984.59,26.81,988.77,24.67,22
-340.16,457.5,495.49,972.66,7.27,908.93,86.32,22
6170.37,506.84,494.44,932.24,19.11,986.17,3.68,3
4402.11,460.25,533.16,991.16,36.95,980.32,11.38,16
-995.87,503.89,503.55,973.63,55.87,981.01,51.89,17
-668.06,481.94,465.39,988.99,26.2,995.35,2.71,11
-7000.68,466.33,549.36,991.93,5.42,997.77,16.36,1
1122.8,529.32,556.53,957.63,1.14,985.6,1.93,6
7253.57,485.44,394.31,946.66,36.41,995.48,33.1,7
3277.87,423.55,446.35,891.28,11.19,999.2,39.83,12
3531.15,485.62,555.17,979.82,21.93,987.19,8.53,15
2179.29,432.27,457.18,961.89,6.74,982.03,23.57,18
7971.11,447.73,449.73,971.41,7.93,938.88,53.74,7
1777.77,582.83,502.02,975.18,51.47,974.31,22.92,5
-325.65,479.04,454.34,996.95,13.41,994.79,13.88,13
-974.58,445.05,553.03,913.95,4.22,995.44,14.63,21
-1923.29,529.67,438.9,999.78,84.81,992.99,5.54,15
904.34,533.2,567.32,986.33,17.78,977.02,52.38,14
4221.57,503.1,476.18,986.46,22.24,921.06,13.12,4
-8172.86,468.02,529.91,990.25,3.34,988.51,35.8,5
-5085.65,533.09,484.55,993.27,55.63,936.86,0.99,21
4394.38,500.27,456.75,985.29,1.29,981.99,36.81,0
-2328.14,535.57,528.85,992.55,5.08,997.36,25.99,18
-1178.11,467.95,458.13,967.86,75.17,949.33,26.46,15
-3210.19,549.01,512.95,996.33,15.3,952.98,39.41,5
-4562.82,451.42,523.55,981.81,12.6,991.66,3.84,13
-331.08,653.33,525.7,997.78,379.35,990.08,74.42,12
1292.89,411.46,425.03,961.66,4.01,983.09,19.48,21
-5694.88,512.29,504.99,990.05,11.47,996.81,13.61,13
13617.26,549.24,444.25,981.83,7.23,989.73,7.63,7
-10105.26,386.3,555.75,959.07,14.19,991.13,23.3,3
2428.45,525.09,484.6,991.46,4.84,984.09,1.57,9
10426.54,552.27,538.78,992.24,8.39,993.09,95.76,4
-5783.37,463.27,484.75,907.65,69.75,989.32,5.72,3
-3907.92,524.98,511.13,974.82,74.82,999.18,27.96,7
6965.93,524.35,453.88,955.29,24.6,938.83,29.23,21
-2141.36,540.26,566.78,999.76,62.96,930.53,71.9,14
2124.91,548.41,469.83,989.02,54.74,992.96,16.99,20
-6224.99,479.39,528.02,980.7,10.39,966.89,14.1,1
5001.81,544.69,529.7,982.07,25.82,944.2,52.94,18
-1574.16,463.44,479.62,956.48,8.35,939.82,16.46,11
-550.53,467.8,452.84,993.86,15.53,977.67,33.84,17
3525.6,492.61,533.8,999.03,5.59,943.32,3.22,22
-6919.11,428.66,596.55,970.72,11.84,984.36,65.5,14
35.78,490.12,466.21,997.44,132.03,914,21.31,5
-25.91,462.37,556.13,843.38,21.29,964.73,34.59,19
-7247.54,503.45,518.73,952.25,72.29,971.4,0.31,6
-169.45,494.11,479.35,936.83,2.03,995.56,16.86,22
-5277.15,356.32,637.99,997.68,8.51,965.52,99.18,7
6261.46,593.37,493.32,979.97,56.87,943.38,60.01,6
-214.77,508.1,494.04,976.81,39.3,987.74,14.14,9
1199.6,459.03,508.83,948.12,18.85,918.1,74.83,3
-7064.33,444.33,518.93,970.04,12.05,985.67,16.3,1
-3726.75,436.47,525.05,979.8,8.48,991.22,3.25,12
58.06,505.59,433.58,982.97,24.31,984.5,15.41,7
-1009.32,483.17,512.43,981.66,2.37,994.3,14.26,22
8547.36,518.38,418,994.48,17.02,965.81,1.78,11
2660.67,484.23,490.67,972.97,15.14,942.94,23.07,10
1652.51,531.04,517.92,988.03,0.96,991.74,4.09,0
-3248.98,415.62,541.99,960.97,8.88,985.67,82.33,7
8238.61,586.65,439.08,957.3,11.95,920.55,22,18
6459.63,461.45,436.3,980.64,11.42,988.62,27.27,3
10407.97,476.24,455.21,993.01,15.73,936.9,13.08,11
-6789.46,524.48,498.21,993.32,46.24,971.3,19.17,2
-10214.05,389.1,632.3,943.17,32.49,979.16,44.44,17
4190.17,521.29,449.04,992.65,0.97,977.56,18.93,20
-3497.45,490.88,524.23,987.62,81.64,978.28,9.04,17
-5465.67,517.29,489.31,949.45,37.51,995.01,50.83,23
-4895.01,568.41,541.26,976.56,68.36,979.09,55.15,1
4974.84,511.51,487.05,994.99,12.88,993.96,6.02,5
3524.79,572.27,522.23,998.59,3.66,986.38,4.16,12
-1838.31,584.28,444.47,954.68,111.35,983.37,13.6,10
-1906.78,507.69,527.07,983.23,23.99,976.55,2.88,8
-5565.49,451.15,444.64,995.68,45.42,951.4,16.09,11
-9678.21,527.86,571.03,991.43,35.34,988.61,89.13,1
6228.36,535.74,584.56,997.57,20.21,986.98,72.49,22
-260.72,508.52,513.26,990.24,0.42,978.83,2.39,2
123.62,500.25,467.1,997.07,33.27,970.86,40.63,0
-5984.59,367.84,513.43,889.95,45.49,989.48,55.85,21
2917.02,482.15,510.64,977.35,5.19,968.05,4.43,2
-3100.41,471.76,536.35,982.37,6.29,990,7.82,8
-6801.86,471.63,516.97,968.47,96.3,993.35,17.5,18
5200.56,498.44,431.05,908.46,31.72,900.01,23.96,0
-1712.94,581.42,483.86,979.32,12.54,974.94,11.14,18
-1860.8,501.75,476.75,999.41,9.17,994.02,31,3
1637,476.72,505.44,981.73,39.53,986.56,0.15,6
-6739.54,527.14,515.28,976.4,40.24,985.41,12.17,9
11345.41,535.3,445.61,986.83,18.88,999.06,15.11,9
-1060.8,502.57,483.14,995.02,69.14,963.64,26.1,16
551.69,460.06,533.68,959.73,30.25,985.79,43.27,16
3156.15,537.15,539.01,991.83,57.64,907.56,87.87,16
-1020.95,530.83,455.81,996,19.06,959.87,23.94,8
2125.29,507.17,521.33,979.88,64.72,977.5,20.64,6
-2026.19,535.12,549.63,947.77,13.9,991.03,19.51,0
5132.12,479.96,447.65,938.91,41.33,970.98,12.69,5
-3743.67,456.91,498.54,991.47,28.58,990.58,19.48,18
4245.98,484.43,501.52,986.36,11.77,973.77,37.34,18
-9750.02,491.9,551.55,945.46,92.39,989.28,9.15,16
3936.35,514.6,448.99,994.36,13.6,991.08,10.22,21
-1300.48,498.84,504.67,996.83,7.58,979.3,38.09,6
-11956.32,411.79,557.55,838.85,53.73,994.93,10.74,10
1580.25,449.61,420,961.32,12.36,951.3,13.66,1
-7946.16,494.87,502.68,989.28,1.57,972.54,10.72,12
1170.94,570.57,559.45,990.96,41.26,965.92,13.2,15
16725.06,502.52,459.12,998.15,0.78,936.53,60.77,17
-292.41,496.13,504.73,971.56,26.41,992.24,74.9,15
3770.76,567.3,456.07,981.7,92.51,996.77,9.44,8
2793.71,554.96,534.44,999.62,23.04,998.97,49.34,3
-2398.61,509.38,476.04,944.2,40.9,972.59,8.32,3
-4269.13,452.81,509.97,966.09,6.57,935.45,3.45,7
-3698.09,453.92,563.19,952.61,3.77,981.75,133.85,2
-7137.76,501.4,555.48,932.7,31.5,993.3,19.55,3
137.43,479.96,509.56,985.97,32.5,990.31,24.3,21
-98.82,498.9,453.74,931.6,11.51,980.37,9.29,9
1813.2,558.9,509.9,990.79,5.97,959.18,13.8,21
-4913.52,489.15,511.38,993.79,36.11,998.47,42.42,3
-3321.6,447.18,494.3,978.94,13.74,983.44,0.89,22
6073.78,524.39,499.98,989.49,4.47,971.48,7.57,23
1044.27,540.28,489.69,931.13,7.2,983.42,15.65,4
-2683.23,442.72,470.95,966.31,6.19,927.57,22.5,8
-10986.09,354.95,469.87,840,43.06,993.14,8.78,18
8184.5,513.68,501.39,983.55,3.92,968.72,47.64,3
2450.36,482.26,470.41,992.15,14.22,988.92,24.79,11
4153.95,538.23,495.66,992.41,5.08,962.99,36.8,3
7511.68,511.64,437.48,992.98,24.57,920.87,9.23,9
-113.04,527.1,529.08,964.84,12.02,997.64,15.32,20
-1518.44,514.44,479.59,996.08,35.28,942.4,0.17,16
-8694.19,537.06,530.36,991.67,10.36,993.7,23.15,23
1040.51,518.91,489.49,993.64,8.51,996.93,11.31,2
4425.59,542.4,476.58,997.27,0.87,979.77,2.11,10
4589.62,502.66,471.81,979.13,6.75,998.28,3.32,21
1475.55,583.46,424.61,949.21,36.6,959.02,21.79,1
8127.32,490.91,467.77,974.35,19.25,984.92,6.83,5
-4826.08,540.28,504.25,920.77,30.86,965.63,41.8,15
-379.52,555.78,475.91,964.98,28.61,980.68,6.61,11
-1838.13,443.12,477.12,966.05,19.03,973.43,3.71,3
-10444.99,411.45,503.94,961.84,1.47,999.64,19.61,18
-63.43,493.73,442.56,997.25,17.36,996.09,22.24,14
3994.69,501.29,452.76,989.61,16.66,990.33,54.04,22
-3233.38,459.74,538.6,988.27,80.62,984.1,1.08,13
5277.05,500.92,493.68,996.08,44.67,994.17,12.69,15
6669.4,592.17,495.08,984.59,36.84,985.44,0.7,6
2315.24,533.54,499.27,987.89,12.9,960.68,12.3,23
262.49,483.19,462.71,998.27,29.23,960.24,2.45,9
2989.47,541.02,398.66,989.92,63.9,911.58,58.2,6
6528.1,627.43,415.94,987.49,113.3,983.43,49.5,1
-2137.45,491.67,497.77,986.96,3.68,968.1,3.82,23
-1937.38,567.55,537.54,999.12,8.79,998.17,25.1,21
2650.83,468.18,494.29,989.75,28.31,991.11,77.39,4
2442.15,573.71,518.76,983.58,5.31,951.49,33.84,21
-6198.92,453.24,490.43,989.86,29.83,967.52,10.81,2
1350.03,466.83,624.84,999.43,78.61,975.74,49.12,16
-4571.97,383.21,510.15,983.44,3.91,982.91,26.29,22
3939.01,513.5,495.24,994.3,1.69,977.27,18.96,15
738.86,501.13,496.65,997.8,3.77,985.6,31,5
2276.69,459.28,460.06,996.9,35.21,962.5,15.5,21
4817.55,542.83,460.63,999.91,40.82,905.65,8.77,9
-899.27,490.41,488.6,963.24,16.13,959.6,14.23,19
545.09,532.42,493.94,959.22,25.51,956.08,55.06,16
1492.76,540.06,472.3,981.15,4.75,944.77,76.88,19
3307.7,577.03,487.29,991.83,20.29,959.33,44.83,23
2571.14,565.1,574.18,977.56,22.65,953.77,58.17,4
8580.94,428.79,493.93,995.7,6.72,999.83,17.24,15
-2284.17,480.36,526.61,988.89,18.06,973.52,6.73,19
-8830.31,510.17,576.75,981.32,9.96,991.91,1.2,18
8372.22,552.57,492.52,973.33,22.85,995.03,13.94,7
-591.88,518.53,448.8,993.93,10.39,966.44,36.05,16
-1265.82,403.13,440.64,920.42,58.37,953.48,14.33,15
-5399.38,534.25,523.87,952.53,42.33,978.58,77.09,19
-6580.88,535.33,549.17,997.8,21.09,968.64,32.17,23
-3887.08,455.13,525.17,991.93,8.22,974.07,26.21,22
-8935.04,522.22,490.38,963.81,118.14,992.24,28.22,18
3914.81,565.68,470.47,957.41,13.48,969.16,11.18,22
9948.43,476.52,478.24,929.48,3.72,989.17,4.05,3
280.11,477.28,495.51,948.04,25.17,976.94,22.67,3
671.87,441.03,475.67,976.51,14.68,960.22,9.85,19
1461.2,492.65,514.79,922.23,2.09,976.32,39.03,5
-4746.01,442.49,529.85,945.46,97.67,980.55,4.13,9
-5776.71,532.31,539.4,967.36,22.06,992.73,2.44,6
-6313.01,478.74,517.52,947.05,6.82,982.86,59.68,3
-5534.61,473.78,542.8,992.21,24.08,989.22,1.97,0
6881.14,476.96,487.47,945.25,23.36,985.68,6.08,18
-9067.75,458.83,528.67,986.1,9.78,994.96,2.54,5
1996.25,506.69,577.17,933.41,82.54,987.58,43.91,10
7105.13,523.45,463.59,992.42,35.1,989.37,10.21,1
1801.57,442.4,475.21,991.88,25.67,990.13,47.39,14
-1822.9,335.54,567.31,955.01,5.82,984.7,93.84,3
-7461.95,475.96,514.86,966.36,15.59,966.85,25.93,20
8932.33,481.24,415.96,991.04,44.89,991.15,1.74,23
112.91,497.91,565.81,970.77,10.26,989.96,29.91,4
6082.18,521.72,563.23,978.96,10.93,996.56,17.1,23
1316.59,478.84,553.67,999.58,1.78,988.49,39.64,19
5250.03,536.94,525.01,970.31,1.91,933.83,8.96,20
2507.38,486.94,484.34,951.32,6.12,967.42,22.96,6
5038.95,581.67,433.47,980.88,58.05,957.87,3.5,22
2777.96,476,516.7,995.08,1.27,965.25,1.81,7
-4447.05,499.01,586.21,995.68,28.86,998.29,35.62,6
-2360,495.97,508.51,988.23,80.67,992.62,56.54,17
-3959.68,506.94,504.81,979.41,30.73,925.61,8.34,12
3367.19,553.65,522.49,974.04,16.34,917.39,19.05,19
2739.53,450.91,466.35,918.14,17.13,932.6,6.41,1
-4363.99,499.42,550.07,872.14,71.56,946.18,4.86,19
-2707.16,425.11,488.5,875.77,12.48,987,7.19,6
-807.85,499.71,458.47,997.32,25.41,997.98,7.12,8
15764.73,527.8,513.47,990,22.59,974.25,89.45,10
20079.69,550.07,468.24,994.97,42.61,948.18,35.96,16
2195.31,545.11,557.17,994.11,18.81,977.87,44.6,22
8915.91,475.31,457.53,954.5,17.97,946.9,13.1,19
-4417.94,511.08,472.7,980.63,24.36,958.25,11.78,14
527.75,546.57,503.22,956.33,27.8,962.35,6.59,13
8425.74,543.33,454.65,989.35,25.29,970.83,19.55,15
8168.42,498.3,422.83,998.56,5.91,979.27,54.19,0
-1821.62,553.77,510.96,984.31,4.89,993.92,19.67,6
-785.14,495.95,520.49,989.42,4.94,992.47,45.44,18
2643.25,477.5,461.9,994.92,46.38,998.11,8.42,16
-5079.1,447.78,520.27,957.26,16.67,985.97,8.7,18
-674.86,478.02,482.12,976.99,22.38,979.05,19.32,6
4650.98,432.73,460.87,975.76,23.97,986.59,14.31,2
4516.79,430.48,476.23,993.09,6.29,919.14,61.36,17
-2577.36,477.39,649.96,976.45,3.66,999.4,25.09,3
-7748.76,527.03,534.59,990.39,20.13,993.42,3.37,9
310.24,487.3,501.14,975.71,27.18,984.01,9.94,3
-1223.14,434.15,521.3,936.4,15.8,996.99,20.07,11
-1906.4,473.6,528.7,979.7,9.51,975.28,72.12,5
-1467.98,472.4,460.36,997.28,3.31,957.24,3.82,13
512.01,474.36,581.31,978.4,3.17,988.72,84.49,18
3536.46,475.38,450.95,967.42,67.29,969.35,30.42,20
-3076.45,542.86,514.71,921.09,7.84,985.49,31.27,5
525.3,540.58,500.07,983.21,11.52,995.25,28.04,10
-7617.4,425.18,472.61,942,1.12,989.94,3.58,16
-643.76,487.35,481.22,993.73,32.63,911.21,3.23,20
5996.34,510.05,458.54,987.85,20.97,996.15,34.25,23
-1648.78,513.05,505.58,989.51,13.73,998.95,22.26,9
-592.31,491.23,399.41,989.08,2.54,867.58,13.77,13
-9038.16,526.79,519.96,976.96,11.65,988.49,3.65,9
-4055.81,514.63,512.93,936.98,3.6,992.17,59.18,4
9980.97,586.46,426.18,987.91,8.43,986.05,20.83,19
-760.86,465.98,472.25,992.17,12.99,998.14,23.14,3
2495.06,495.36,514.44,906.27,20.51,906.17,27.37,8
8576.46,558.09,514.38,991.31,9.45,979.89,6.88,11
-241.62,565.47,496.97,986.57,10.32,977.69,5.58,12
-6378.52,451.45,452.72,970.56,24.73,987.7,9.81,14
3255.55,657.01,376.28,995.96,95.37,984.29,24.64,1
3255.27,536.96,439.88,990.26,10.98,969.13,3.28,2
-4897.36,475.33,464.29,878.59,70.22,908.92,51.94,12
-5541.88,695.55,545.7,967.26,231.74,969.78,59.72,14
454.94,508.97,590.75,976.67,29.44,967.02,19.62,16
5901.54,577.64,450.88,965.04,24.33,984.06,4.06,23
-11652.25,405.48,527.43,959.4,34.3,978.41,34.91,5
-6104.65,497.7,511.11,991,11.37,995.58,2.18,17
15025.85,542.5,389.43,995.47,10.35,849.62,31.82,6
3028.83,526.67,487.16,950.69,69.41,982.86,3.71,4
3368.57,505.21,540.28,939.33,47.89,981.34,9.54,20
-58.51,510.97,451.34,999.05,7.89,955.43,21.13,0
4617.07,547.37,511.21,996.2,50.22,987.63,6.99,14
-415.21,537.57,483.46,993.69,31.11,965.78,16.95,2
1476.37,545.67,520.21,976.28,36.51,988.72,21.17,3
1708.39,489.28,494.69,991.82,7.02,997.39,17.53,0
-4126.54,482.12,529.78,971.84,3.42,995.26,75.25,5
-7048.57,463.12,553.76,904.35,21.23,984.45,3.67,9
-3661.44,534.13,467.1,962.13,6.68,998.99,10.07,7
-3719.82,443.24,466.1,925.36,41.67,984.23,3.99,9
-227.72,475.57,496.26,997.81,3.88,978.43,50.53,5
8243.96,533.56,451.67,981.6,44.32,928.23,19.24,5
6327.53,447.85,538.23,982.85,24.52,960.04,24.47,4
467.26,420.3,443.64,915.65,3.15,979.55,8.95,10
10938.27,523.68,456.33,996.65,19.74,982.14,2.49,15
-4642.7,438.57,529.3,961.25,4.36,975.55,53.8,5
3572.82,564.48,426.57,997.68,25.59,815.99,4.76,22
3876.68,506.7,424.5,986.42,3.86,964.68,20.23,20
-3025.49,448.95,527.03,989.5,13.7,967.24,14.71,9
-2376.33,506.48,512.52,997.81,11.6,989.82,13.96,2
1562.48,533.08,534.26,938.66,9.44,983.01,72.13,7
-4779.66,486.3,483.98,950.85,19.35,988.8,0.41,0
4919.21,574.01,509.87,988.7,52.2,991.92,44.48,14
-4660.11,465.34,476.85,899.3,1.7,950.07,27.08,22
2429.3,533.19,544.46,951.45,18.74,994.04,20.3,15
5513.29,498.33,548.62,983.94,9.99,986.21,45.56,0
3176.53,547.7,468.29,996.58,20.59,997.91,7.71,6
2366.5,487.1,445.95,970.38,62.52,963.08,2.38,21
-220.14,428.78,497.89,982.99,7.29,929.66,4.26,16
-3565.71,502.4,486.73,975.51,23.98,989.12,7.37,15
4423.36,479.93,495.78,994.33,7.27,981.5,56.56,20
2936.97,465.34,610.79,924.68,21.52,961.33,160.45,4
310.43,521.97,545.66,995.97,2.53,999.48,11.67,17
5759.08,553.14,518.03,988.52,4.65,943.92,2.95,21
3297.1,496.52,526.55,997.36,16.98,999.67,27.48,10
-4746.42,449.47,559.4,974.54,20.74,991.25,61.87,8
-7732.28,535.99,626.45,989.69,50.52,967.34,50.81,10
1268.68,553.44,549.39,999.72,66.45,996.9,6.51,17
-3510.62,483.14,518.68,994.65,46.73,956.7,14,1
-4617.02,423.51,494.8,984.29,10.57,998.74,46.33,23
-675.7,461.15,518.43,986.39,22.64,991.03,24.43,12
5150.61,556.29,507.29,967.98,13.36,980.6,29.85,5
-7037.25,518.37,486.1,988.99,31.01,987.45,1.5,15
-5358.18,405.4,562.99,945.69,8.09,959.3,52.64,23
262.54,487.73,467.98,991.84,3.18,975.82,32.18,16
-2778.77,492.03,500.64,966.99,50.93,971.63,49.33,9
-4178.03,505.15,448.5,985.56,11.32,998.48,1.17,23
-3074.8,488.29,532.93,994.08,14.82,999.07,87.66,21
780.79,528.93,562.3,990.05,8.97,983.77,121.36,14
5491.55,506.14,588.05,979.69,5.72,985.68,53.36,7
1059.24,476.69,423.72,956.8,0.62,970.74,15.32,7
-1329.83,527.25,539.76,971.76,9.81,973.45,89.59,10
-3838.11,553.15,486.09,986.63,26.67,971.73,20.3,20
-2127.08,532.55,547.67,993.31,8.49,962.21,33.37,7
-1647.23,528.85,455.46,939.91,115.6,981.4,19.05,9
-1167.48,475.29,468.49,917.17,11.12,966.9,2.41,9
-3165.37,512.44,522.49,998.59,1.22,994.99,4.27,22
10037.18,481.23,452.59,991.23,7.18,990.82,52.86,10
7659.17,498.67,519.12,994.7,31.23,926.15,0.45,14
3695.66,522.58,552,998.68,54.61,994.19,4.84,11
5179.54,507.19,540.78,997.13,6.19,998.91,17.86,1
-4088.24,494.03,521,983.74,34.91,998.45,20.66,6
1602.27,384.27,495.71,932.06,13.75,965.13,62.35,21
-5804.03,377.27,494.42,990.52,4.94,993.8,22.97,3
-480.48,568.78,489.21,987.87,30.99,971.95,16.83,8
-16140.38,439.64,589.4,943.86,6.44,987.69,15.12,20
9543.87,500.49,510.41,993.46,3.64,983.7,27.32,20
10027.62,473.6,416.27,986.73,3.79,995.65,10.39,13
-3129.97,440.41,471.59,984.25,8.98,939.63,36.79,8
2312.83,561.4,528.35,968.84,94.17,982.92,15.88,13
751.28,524.29,486.19,976.3,27.17,982.77,15.66,3
8259.97,603.98,533.72,999.68,10.38,998.4,31.64,19
-3677.7,480.56,540.89,971.9,10.4,991.68,113.28,0
-3323.84,478.37,465.13,979.84,10.51,969.81,10.97,23
-2969.75,480.99,531.88,972.39,4.86,998.18,5.01,13
-2528.43,463.75,481.95,963.26,57.36,994.53,19.02,0
-2851.21,375.92,433.37,898.89,0.28,993.55,49.15,12
10388.42,508.38,539,911.7,44.37,991.77,99.03,17
-5655.49,484.31,557.21,970.03,2.73,997.03,109.99,22
-4853.45,557.83,551.15,879.25,65.2,999.63,78.71,2
8946.44,490.1,508.7,991.62,14.57,978.2,21.86,10
-697.78,469.77,544.58,992.4,0.93,992.21,14.47,5
5037.62,479.01,529.58,982.77,3.67,979.39,47.33,2
-15529.25,497.94,548.34,991.03,17.02,992.62,4.46,0
2111.42,503.24,586.47,995.96,7.61,980.58,8.7,21
4038.66,529.93,547.33,993.64,9.64,995.17,13.83,6
3106.21,522.63,392.71,971.94,1.82,981.92,5.98,21
4368.98,500.07,472.94,992.58,30.37,947.91,26.29,3
-12461.78,469.81,546.45,996.84,24.29,997.92,80.89,7
10387.24,480.65,416.44,991.94,0.81,958.29,9.82,17
-10488.86,482.03,517.04,942.69,35.9,954.36,40.21,14
4583.64,479.17,533.42,982.18,3.08,995.62,58.84,8
-1545.53,535.12,512.05,986.54,48.02,960.47,4.33,10
-281.69,498.93,485.91,990.12,2.66,994.53,3.35,21
-1905.54,395.56,502.72,975.46,5.25,993.03,9.54,23
6168.83,529.22,411.75,995.82,41.57,987.4,21.14,4
1221.78,485.93,501.98,987.64,18.24,980.9,27.47,17
-710.87,531.97,489.03,925.62,40.19,999.52,27.59,2
4177.52,522.87,435.82,984.78,39,942.04,20.01,13
-2967.11,563.13,542.83,991.81,24.97,998.79,57.96,15
-533.05,472.01,515.46,992,66.8,985.28,36.49,3
-3322.78,483.19,587.03,990.95,3.67,943.62,107.99,0
2334.92,439.58,513.19,942.11,12.68,985.66,8.03,23
6071.51,536.31,519.03,995.37,24.21,957.65,44.18,4
-2422.92,470.74,472.38,950.3,10.36,963.35,34.37,13
-167.99,604.75,572.2,973.74,41.41,990.44,28.11,22
-12266.91,533.53,573.72,975.52,0.82,996.83,38.86,8
-5229.48,378.85,441.6,916.18,46.24,988.61,9.08,9
5807.28,504.56,430.27,980.32,22.73,994.27,13.09,2
9467.43,546.4,533.64,995.28,48.93,938.05,73.45,14
3690.6,515.77,529.82,941.44,0.64,937.7,60.16,7
-2296.09,503.21,548.03,987.82,15.63,970.35,4.49,9
8086.92,568.96,525.54,965.32,49.59,987.45,4.72,11
5061.64,570.1,409.19,973.81,27.03,990.3,7.06,7
-6522.71,516.66,500.14,991.68,5.88,987.19,14.95,15
1173.51,424.71,542.92,918.23,7.04,943.13,13.07,15
1709.34,513.28,488.37,998.3,16.03,989.91,9.98,14
-1554.98,511.84,525.12,979.87,29.28,991.8,38.82,14
-460.17,462.33,454.04,987.05,18.83,998.06,1.83,14
-7843.15,373.81,424.38,958.4,1.77,967.18,4.95,21
4109.71,506.68,505.03,976.93,24.08,979.65,30.94,14
487.79,502.94,493.18,994.29,9.23,980.8,30.01,18
3888.3,501.06,492.95,971.88,42.73,992.64,2.44,8
-673.06,506.96,549.98,976.12,18.17,955.84,39.2,0
9713.24,605.27,545.37,994.28,0.51,990.69,3.37,15
828.11,448.61,501.86,990.26,10.42,968.38,101.48,1
-4830.32,452.28,516.42,995.84,79.33,947.62,32.54,12
4202.09,452.52,370.04,978.45,5.95,994.19,15.88,10
-2883,536.29,559.35,984.43,54.78,972.2,6.29,0
16062.54,588.91,422.91,995.5,98.91,914.81,10.05,11
1456.98,497.17,476.75,958.4,20.27,998.78,1.27,22
688.89,452.54,441.29,938.33,18.27,941.78,37.62,23
3025.24,499.3,466.13,924.5,4.43,992.03,1.68,3
-3956.62,544.12,452.44,982.77,85.71,976.25,29.44,3
-609.45,500.04,555.56,969.9,34.01,999.78,3.11,4
-8480.83,495.82,589.87,982.34,37.78,990.26,110.87,4
4778.26,458.47,415.76,857.84,75.78,820.19,51.21,21
154.6,631.11,470.11,999.5,3.59,992.55,6.98,2
3466.4,512.59,516.06,987.87,18.92,994.27,47.21,3
2638.26,501.49,376.02,975.51,0.87,929.01,3.39,0
5762.85,527.92,486.57,996.61,28.69,991.44,21.43,15
-5953.69,360.12,614.37,898.73,5.05,997,20.41,4
262.75,494.13,462.59,969.69,118.25,947.18,26.68,23
3103.67,491.78,533.96,986.62,13.06,936.03,67.2,8
1076.57,505.29,546.35,905.72,95.26,982.28,35.01,10
3371.34,548.92,516.27,988.12,97.62,961.73,19.79,4
3734.03,489.29,443.05,989.52,15.18,993.75,25.21,5
4165.51,517.41,557.48,995.69,8.4,985.1,9.15,20
573.2,575.64,523.38,978.07,46.69,986.25,17.61,14
250.48,550.03,536.46,994.91,32.91,993.28,0.53,12
2607.47,485.12,462.12,968.61,11.31,969.43,47.81,19
-5645.23,462.17,476.2,993.1,2.16,981.46,32.69,13
214.05,491,499.39,967.08,20.8,893.76,18.95,10
